neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Brooklyn,6206764,770,154,2,56,1.23,5,2,263
Brooklyn,6207316,230,46,1,34,0.8,1,2,181
Manhattan,6208420,882,176,30,66,2.99,4,1,314
Brooklyn,6209525,753,151,4,3,0.08,1,2,290
Brooklyn,6210630,516,103,7,11,0.24,5,1,353
Brooklyn,6211182,1086,217,3,14,0.3,4,1,116
Manhattan,6212287,872,174,1,1,0.02,1,1,232
Manhattan,6212839,100,20,5,5,0.13,5,1,189
Manhattan,6213391,544,109,25,1,0.02,2,1,412
Brooklyn,6214496,64,13,5,9,0.19,3,1,413
Manhattan,6215048,660,132,30,10,0.21,3,1,368
Manhattan,6215600,60,12,7,2,0.04,2,1,65
Brooklyn,6216153,432,86,2,6,0.12,5,1,323
Brooklyn,6216705,1113,223,5,49,1.01,5,2,247
Manhattan,6217257,1176,235,1,3,0.08,2,1,145
Manhattan,6217810,1143,229,1,9,0.23,1,1,336
Brooklyn,6218914,826,165,6,3,0.06,3,1,176
Manhattan,6220019,664,133,3,18,0.37,1,1,119
Manhattan,6220571,1192,238,3,44,0.92,2,1,283
Queens,6221123,339,68,3,139,3.14,4,2,281
Manhattan,6221676,994,199,1,13,0.27,1,1,7
Brooklyn,6222228,951,190,5,1,0.02,1,1,320
Brooklyn,6222780,156,31,4,5,0.1,5,1,114
Brooklyn,6223333,714,143,5,12,0.25,3,2,396
Brooklyn,6223885,918,184,3,7,0.15,2,1,401
Manhattan,6224437,208,42,1,147,3.03,5,5,211
Manhattan,6224989,891,178,2,30,0.62,1,1,112
Manhattan,6225542,222,44,21,17,0.36,3,1,27
Manhattan,6226094,578,116,2,13,0.37,1,1,254
Manhattan,6226646,739,148,1,1,0.02,3,1,151
Brooklyn,6227199,934,187,1,204,4.24,4,1,245
Manhattan,6227751,273,55,1,1,0.02,5,1,241
Brooklyn,6228303,189,38,3,87,1.91,2,1,316
Brooklyn,6231065,495,99,1,2,0.04,2,1,177
Manhattan,6231617,282,56,1,13,0.27,4,1,322
Manhattan,6232722,454,91,4,2,0.04,1,1,43
Brooklyn,6233274,1119,224,1,1,0.04,5,2,326
Manhattan,6233826,996,199,5,12,0.25,4,1,424
Brooklyn,6234379,1014,203,5,102,2.17,3,1,153
Manhattan,6234931,1080,216,3,11,0.24,3,1,252
Brooklyn,6235483,413,83,2,11,0.23,4,1,71
Manhattan,6236035,292,58,1,2,0.04,5,1,284
Manhattan,6236588,541,108,1,150,3.21,1,4,0
Brooklyn,6238245,218,44,1,6,0.13,2,10,139
Brooklyn,6238797,52,10,1,3,0.07,2,10,273
Brooklyn,6239902,1064,213,3,163,3.4,2,1,264
Manhattan,6241006,1164,233,2,5,0.11,1,1,212
Queens,6241558,101,20,1,211,4.37,1,2,294
Brooklyn,6242111,795,159,9,2,0.04,3,2,0
Manhattan,6242663,468,94,1,3,0.06,4,1,25
Manhattan,6243215,275,55,1,1,0.02,5,1,201
Brooklyn,6244320,918,184,5,1,0.02,3,1,127
Queens,6244872,979,196,30,130,2.71,2,1,230
Manhattan,6245425,62,12,2,48,1.04,3,1,142
Brooklyn,6247081,583,117,1,13,0.28,3,1,190
Queens,6247634,297,59,3,137,2.84,2,1,152
Brooklyn,6248186,404,81,7,3,0.06,2,1,356
Manhattan,6249291,914,183,5,13,0.3,4,1,151
Manhattan,6250395,769,154,3,2,0.04,5,2,215
Brooklyn,6250948,424,85,3,2,0.05,4,1,24
Manhattan,6251500,1088,218,1,69,1.52,3,1,377
Brooklyn,6252604,1078,216,4,5,0.1,4,2,52
Brooklyn,6253157,927,185,2,4,0.09,3,1,95
Brooklyn,6253709,837,167,1,1,0.02,2,1,181
Manhattan,6254261,400,80,1,1,0.02,5,2,66
Manhattan,6254814,848,170,3,8,0.22,4,1,242
Brooklyn,6255366,122,24,1,1,0.02,1,1,159
Manhattan,6255918,253,51,30,48,1.83,4,2,274
Brooklyn,6256471,355,71,3,11,0.31,4,1,83
Brooklyn,6257023,154,31,3,1,0.09,2,1,412
Brooklyn,6257575,561,112,1,1,0.02,5,1,84
Brooklyn,6258127,1144,229,2,1,0.02,1,1,418
Manhattan,6258680,912,182,23,1,0.02,3,1,210
Brooklyn,6259232,387,77,2,3,0.06,5,1,177
Manhattan,6259784,142,28,2,24,0.51,5,1,137
Brooklyn,6260337,397,79,7,7,0.15,1,2,103
Manhattan,6260889,837,167,5,22,0.46,3,1,174
Manhattan,6261441,218,44,30,3,0.08,4,9,286
Manhattan,6262546,239,48,3,86,1.82,1,3,193
Manhattan,6263098,604,121,1,4,0.09,3,1,287
Brooklyn,6263650,52,10,2,42,0.87,5,1,54
Brooklyn,6264203,135,27,1,2,0.04,5,2,54
Manhattan,6264755,567,113,5,5,0.13,5,1,39
Queens,6265307,992,198,1,1,0.02,1,1,133
Queens,6265860,475,95,1,2,0.04,1,1,317
Manhattan,6266964,753,151,4,21,1.23,2,1,422
Brooklyn,6267517,910,182,1,8,0.17,2,2,246
Manhattan,6268069,274,55,3,5,0.1,2,1,84
Brooklyn,6268621,254,51,3,58,1.21,5,1,103
Manhattan,6269173,151,30,1,1,0.02,1,1,217
Brooklyn,6269726,253,51,2,4,0.08,4,1,80
Manhattan,6270278,270,54,1,2,0.05,2,1,415
Brooklyn,6270830,636,127,2,56,2.65,5,1,120
Brooklyn,6271383,395,79,2,2,0.04,3,1,394
Manhattan,6271935,194,39,7,12,0.27,1,1,178
Manhattan,6272487,1103,221,4,7,0.15,2,1,274
Brooklyn,6273592,1074,215,3,10,0.21,4,1,303
Manhattan,6274144,174,35,6,14,0.29,1,1,100
Manhattan,6274696,700,140,2,33,0.68,1,2,265
Queens,6275249,785,157,1,74,1.59,5,1,360
Brooklyn,6275801,387,77,3,5,0.11,1,1,285
Manhattan,6277458,864,173,3,111,2.38,5,2,404
Manhattan,6278010,1126,225,1,10,0.21,3,1,364
Manhattan,6279115,643,129,30,1,0.05,1,1,413
Manhattan,6279667,820,164,2,30,0.62,2,1,124
Manhattan,6280219,1072,214,3,14,0.29,1,1,388
Brooklyn,6280772,1000,200,3,7,0.14,5,1,385
Queens,6281324,183,37,3,6,0.13,4,1,351
Manhattan,6281876,601,120,7,2,0.04,5,1,248
Brooklyn,6282429,637,127,4,27,0.57,2,2,356
Brooklyn,6282981,1149,230,4,34,0.73,4,2,76
Bronx,6283533,939,188,1,142,3.1,2,1,415
Manhattan,6284086,662,132,2,3,0.06,2,3,210
Manhattan,6284638,754,151,2,97,2.03,2,5,350
Manhattan,6285190,75,15,2,2,0.04,1,1,406
Brooklyn,6286295,1137,227,3,6,0.13,5,1,120
Manhattan,6286847,154,31,4,1,0.02,3,1,192
Brooklyn,6287399,355,71,5,1,0.03,4,1,202
Manhattan,6287952,833,167,1,1,0.03,1,1,16
Brooklyn,6288504,969,194,2,7,0.16,4,1,168
Brooklyn,6289056,545,109,1,1,0.02,5,1,297
Brooklyn,6289609,817,163,1,211,5.13,3,2,304
Brooklyn,6290713,75,15,3,71,1.47,1,1,341
Manhattan,6291265,473,95,1,4,0.09,4,2,395
Manhattan,6291818,239,48,6,1,0.02,3,1,224
Manhattan,6292370,783,157,2,2,0.04,3,1,99
Brooklyn,6292922,126,25,7,6,0.19,5,1,411
Manhattan,6294579,118,24,2,148,3.16,2,1,89
Manhattan,6295132,994,199,1,2,0.04,3,1,282
Brooklyn,6296236,916,183,1,2,0.04,2,1,111
Brooklyn,6296788,232,46,3,2,0.04,4,1,292
Manhattan,6297893,148,30,5,21,0.47,1,1,275
Brooklyn,6298445,263,53,7,2,0.04,3,1,64
Manhattan,6299550,373,75,1,1,0.02,3,1,308
Manhattan,6300102,782,156,1,6,0.13,4,1,105
Manhattan,6300655,887,177,5,2,0.05,1,1,215
Manhattan,6301207,329,66,1,1,0.02,4,1,182
Brooklyn,6301759,799,160,2,8,0.17,4,1,308
Manhattan,6302311,71,14,3,20,0.42,4,1,413
Manhattan,6302864,588,118,1,19,0.43,1,4,158
Manhattan,6303968,944,189,7,11,1.16,3,1,382
Brooklyn,6304521,412,82,4,1,0.02,5,1,169
Manhattan,6305073,626,125,2,4,0.08,5,1,70
Brooklyn,6306178,583,117,1,113,2.33,2,2,345
Brooklyn,6306730,1156,231,2,34,0.76,5,2,289
Brooklyn,6307282,528,106,2,9,0.19,2,1,421
Brooklyn,6307834,1112,222,1,24,0.5,3,1,319
Manhattan,6308939,451,90,5,2,0.04,4,1,256
Brooklyn,6309491,499,100,3,14,0.35,1,1,365
Manhattan,6310044,720,144,2,2,0.04,4,1,181
Manhattan,6310596,877,175,1,2,0.04,1,1,201
Manhattan,6311148,120,24,1,2,0.04,2,1,425
Queens,6312253,283,57,3,3,0.06,1,2,292
Brooklyn,6312805,826,165,1,4,0.08,2,1,360
Manhattan,6313357,628,126,1,9,0.24,4,1,368
Manhattan,6314462,59,12,1,1,0.02,4,1,280
Brooklyn,6315014,1077,215,2,45,0.93,2,5,184
Brooklyn,6316119,979,196,2,74,1.64,2,1,276
Manhattan,6317776,1087,217,1,18,0.37,2,1,341
Brooklyn,6318328,166,33,7,2,0.04,1,1,117
Brooklyn,6319433,1152,230,1,3,0.06,1,1,426
Brooklyn,6319985,306,61,1,1,0.02,5,1,301
Manhattan,6320537,139,28,30,2,0.04,2,1,352
Manhattan,6321090,526,105,1,1,0.02,3,1,310
Manhattan,6321642,476,95,30,2,0.08,4,1,85
Manhattan,6322194,791,158,1,2,0.04,5,1,224
Brooklyn,6323299,341,68,1,6,0.12,3,1,51
Brooklyn,6323851,976,195,2,23,0.59,5,1,218
Brooklyn,6324956,64,13,3,2,0.04,3,1,93
Queens,6325508,1071,214,1,3,0.06,2,1,187
Brooklyn,6326060,769,154,1,11,0.23,4,1,95
Manhattan,6327165,197,39,3,14,0.3,3,1,116
Manhattan,6327717,729,146,3,1,0.02,5,1,263
Manhattan,6328822,614,123,28,1,0.03,3,1,425
Manhattan,6329374,498,100,4,3,0.08,5,1,111
Manhattan,6329926,1039,208,3,62,1.3,3,1,191
Brooklyn,6330479,160,32,2,28,0.61,5,1,362
Brooklyn,6331031,772,154,3,2,0.04,1,1,355
Brooklyn,6331583,712,142,1,7,0.15,2,1,400
Brooklyn,6332688,114,23,3,130,2.72,1,1,266
Manhattan,6333240,927,185,2,1,0.02,2,1,122
Manhattan,6333793,575,115,2,2,0.04,4,1,175
Manhattan,6334345,431,86,3,21,0.44,1,1,86
Manhattan,6335449,339,68,7,1,0.02,5,1,46
Brooklyn,6336002,75,15,3,6,0.17,3,2,310
Manhattan,6337106,419,84,1,1,0.02,5,1,135
Queens,6338211,361,72,1,9,0.19,1,1,230
Brooklyn,6338763,80,16,3,178,3.7,1,1,345
Manhattan,6339316,1026,205,31,1,0.03,5,4,95
Manhattan,6339868,1093,219,31,3,0.08,3,4,61
Brooklyn,6340420,693,139,1,22,0.5,4,2,283
Manhattan,6340972,1063,213,1,2,0.05,2,1,402
Brooklyn,6341525,773,155,3,4,0.09,3,2,384
Queens,6342077,382,76,1,1,0.08,1,1,7
Manhattan,6342629,953,191,1,15,0.34,3,2,42
Brooklyn,6343182,1028,206,5,3,0.06,3,2,93
Manhattan,6343734,1175,235,5,1,0.02,1,1,395
Brooklyn,6344286,275,55,3,4,0.08,4,1,358
Brooklyn,6344839,205,41,2,106,2.2,5,1,223
Brooklyn,6345391,958,192,2,6,0.13,1,1,8
Brooklyn,6347048,1199,240,2,59,1.24,2,1,49
Manhattan,6347600,78,16,2,30,0.63,3,1,50
Brooklyn,6348152,787,157,5,2,0.04,5,1,105
Manhattan,6348705,751,150,4,16,0.43,5,1,379
Queens,6349257,893,179,1,28,0.6,1,1,342
Manhattan,6350362,1069,214,1,2,0.06,3,1,370
Brooklyn,6350914,891,178,1,3,0.06,4,1,211
Brooklyn,6351466,257,51,3,5,0.1,4,1,89
Brooklyn,6352018,586,117,1,1,0.02,3,3,91
Brooklyn,6353123,786,157,1,258,5.45,2,13,185
Brooklyn,6353675,366,73,2,36,0.77,3,1,283
Brooklyn,6354228,674,135,1,12,0.26,4,1,320
Manhattan,6354780,133,27,1,1,0.02,3,1,280
Brooklyn,6355332,287,57,3,65,1.37,1,1,137
Manhattan,6355885,899,180,5,17,0.56,2,1,151
Manhattan,6356437,735,147,3,30,0.63,3,1,101
Brooklyn,6356989,913,183,3,109,2.5,3,2,319
Brooklyn,6357541,842,168,2,6,0.12,4,1,393
Manhattan,6358094,251,50,2,145,3.05,5,1,259
Brooklyn,6358646,716,143,1,6,0.13,5,1,0
Brooklyn,6359198,176,35,7,10,0.21,5,1,242
Brooklyn,6359751,310,62,3,7,0.15,1,1,174
Brooklyn,6361408,361,72,1,191,3.97,4,1,351
Brooklyn,6361960,103,21,1,119,2.57,4,2,377
Brooklyn,6362512,818,164,3,56,1.25,5,1,312
Brooklyn,6363064,612,122,1,213,4.42,5,2,135
Brooklyn,6363617,530,106,2,149,4.08,1,1,267
Brooklyn,6364169,99,20,3,105,2.67,2,1,194
Manhattan,6364721,518,104,1,4,0.08,2,1,121
Brooklyn,6365274,238,48,3,4,0.08,3,2,397
Brooklyn,6367483,164,33,6,34,0.72,4,1,289
Brooklyn,6368035,915,183,3,1,0.02,3,1,315
Queens,6368587,125,25,4,42,0.89,1,2,283
Brooklyn,6369140,332,66,7,9,0.2,4,2,7
Brooklyn,6369692,870,174,8,7,0.15,1,1,285
Brooklyn,6370244,163,33,3,8,0.17,4,2,335
Brooklyn,6370797,765,153,2,24,0.58,2,1,97
Brooklyn,6371901,552,110,2,7,0.15,5,1,217
Brooklyn,6373006,304,61,1,4,0.08,4,1,354
Manhattan,6373558,752,150,3,94,2.02,3,1,174
Manhattan,6374110,93,19,4,38,0.8,5,1,127
Manhattan,6374663,237,47,1,6,0.12,3,1,60
Brooklyn,6375215,314,63,3,1,0.02,4,1,41
Brooklyn,6376320,360,72,2,15,0.31,1,1,146
Brooklyn,6376872,660,132,5,71,1.54,3,1,416
Manhattan,6377424,998,200,3,149,3.11,4,1,222
Brooklyn,6378529,595,119,3,4,0.09,5,1,360
Manhattan,6379081,600,120,25,4,0.08,2,1,153
Brooklyn,6379633,100,20,1,1,0.03,1,1,171
Brooklyn,6380186,978,196,1,23,0.56,4,1,412
Queens,6380738,710,142,4,1,0.03,4,1,285
Manhattan,6381290,381,76,30,3,0.09,5,121,350
Manhattan,6382395,901,180,4,19,0.43,1,1,190
Brooklyn,6382947,221,44,1,4,0.09,3,1,70
Manhattan,6384052,605,121,4,4,0.09,5,1,389
Manhattan,6384604,686,137,3,2,0.05,3,1,27
Manhattan,6385709,819,164,1,7,0.2,3,1,56
Manhattan,6386261,211,42,30,4,0.11,1,29,132
Brooklyn,6386813,935,187,3,135,2.99,1,2,279
Brooklyn,6387366,862,172,1,1,0.05,2,3,320
Brooklyn,6387918,1056,211,1,1,0.04,4,3,85
Manhattan,6389575,362,72,2,31,0.65,2,1,-1
Brooklyn,6390127,1088,218,2,13,0.37,2,1,373
Manhattan,6390679,888,178,1,3,0.06,3,1,210
Brooklyn,6391232,566,113,3,64,1.38,2,1,60
Brooklyn,6391784,1061,212,2,1,0.02,5,2,270
Brooklyn,6392336,1018,204,5,12,0.25,2,1,362
Brooklyn,6392889,931,186,4,54,1.14,1,1,186
Brooklyn,6393441,783,157,3,3,0.06,3,1,424
Bronx,6393993,171,34,30,15,0.32,4,6,302
Manhattan,6394546,463,93,2,1,0.02,3,1,217
Bronx,6395098,960,192,30,21,0.44,1,6,45
Manhattan,6396202,312,62,3,134,2.88,1,1,180
Brooklyn,6396755,345,69,2,24,1.48,3,1,282
Manhattan,6397307,539,108,3,9,0.19,1,1,63
Manhattan,6397859,426,85,2,12,0.65,1,1,210
Brooklyn,6398412,901,180,14,15,0.48,5,1,177
Manhattan,6398964,1031,206,7,51,1.11,3,2,253
Brooklyn,6399516,98,20,2,19,0.4,1,1,403
Brooklyn,6400069,971,194,5,5,0.11,3,1,72
Brooklyn,6401173,843,169,1,3,0.06,1,1,118
Brooklyn,6402278,938,188,1,7,0.15,3,1,253
Brooklyn,6402830,112,22,8,1,0.02,3,1,132
Manhattan,6403382,819,164,1,10,0.22,5,1,86
Brooklyn,6403935,1028,206,30,23,0.49,1,1,170
Manhattan,6404487,1144,229,1,1,0.02,5,1,202
Manhattan,6405592,905,181,1,3,0.06,4,1,402
Manhattan,6406696,546,109,2,183,3.9,4,1,402
Manhattan,6407248,699,140,2,1,0.02,4,1,284
Manhattan,6407801,220,44,2,20,0.42,1,1,126
Manhattan,6408353,779,156,3,27,0.56,1,2,175
Brooklyn,6408905,178,36,1,2,0.04,1,1,123
Manhattan,6409458,947,189,1,3,0.06,5,1,354
Brooklyn,6410010,1087,217,2,60,1.26,3,1,403
Manhattan,6410562,379,76,3,203,4.27,2,1,397
Manhattan,6411115,428,86,4,37,0.77,2,1,3
Brooklyn,6411667,604,121,14,2,0.04,2,1,143
Brooklyn,6412771,860,172,2,96,2.07,4,1,174
Brooklyn,6413324,410,82,5,2,0.04,1,1,137
Brooklyn,6413876,231,46,1,107,2.22,3,2,96
Manhattan,6414428,265,53,1,12,0.27,3,1,409
Manhattan,6414981,1123,225,2,1,0.02,2,1,288
Manhattan,6415533,453,91,4,68,2.54,1,1,211
Manhattan,6416085,460,92,2,7,0.15,2,1,233
Brooklyn,6416638,1200,240,2,30,1.97,1,1,287
Manhattan,6417190,793,159,3,19,0.41,2,1,165
Manhattan,6417742,562,112,14,7,0.15,5,1,349
Manhattan,6418847,205,41,3,4,0.08,1,1,304
Brooklyn,6419399,492,98,2,63,1.41,3,1,122
Manhattan,6419951,329,66,16,9,0.19,3,1,315
Brooklyn,6420504,592,118,1,140,4,4,2,359
Manhattan,6421056,1084,217,2,193,4.13,2,1,-2
Queens,6421608,664,133,2,6,0.13,1,1,92
Manhattan,6422161,636,127,5,12,0.26,4,1,167
Manhattan,6422713,462,92,1,151,3.17,4,1,134
Brooklyn,6423265,684,137,30,7,0.19,1,21,105
Manhattan,6423817,549,110,1,1,0.02,1,1,354
Brooklyn,6424370,140,28,30,7,0.15,4,21,383
Brooklyn,6424922,623,125,2,5,0.1,5,3,206
Queens,6425474,879,176,3,109,2.34,3,1,76
Manhattan,6426579,466,93,5,16,0.34,1,1,188
Manhattan,6427131,203,41,4,45,2.23,3,1,104
Queens,6428788,195,39,2,7,0.15,5,2,107
Brooklyn,6429340,1080,216,4,8,0.17,2,1,173
Brooklyn,6429893,1124,225,30,20,0.42,4,11,425
Brooklyn,6430445,822,164,30,31,0.66,2,11,43
Bronx,6430997,130,26,1,1,0.02,1,1,90
Manhattan,6431550,315,63,1,7,0.15,1,1,393
Brooklyn,6432102,591,118,5,4,0.09,5,1,93
Brooklyn,6432654,386,77,3,125,2.66,4,1,184
Brooklyn,6433207,599,120,1,66,1.38,1,3,135
Brooklyn,6433759,553,111,1,1,0.02,3,1,425
Queens,6434311,927,185,1,158,3.35,4,2,118
Manhattan,6434863,918,184,2,4,0.09,3,1,103
Manhattan,6435416,209,42,1,1,0.02,5,1,49
Manhattan,6436520,934,187,3,39,0.85,3,1,344
Manhattan,6437073,771,154,1,142,3.1,4,5,313
Brooklyn,6437625,239,48,2,5,0.11,1,1,18
Brooklyn,6438177,269,54,1,3,0.06,1,1,90
Manhattan,6439282,215,43,3,1,0.02,2,1,45
Brooklyn,6439834,515,103,15,2,0.04,4,1,6
Brooklyn,6440939,549,110,2,186,3.89,4,1,319
Manhattan,6442043,644,129,30,27,0.61,5,1,395
Manhattan,6443148,1153,231,3,1,0.02,1,1,10
Manhattan,6443700,547,109,1,26,0.54,5,1,342
Brooklyn,6444253,934,187,21,16,0.34,4,1,33
Manhattan,6444805,114,23,3,1,0.03,5,1,47
Brooklyn,6446462,1033,207,2,2,0.04,2,1,192
Queens,6448119,1092,218,1,63,1.34,2,2,92
Brooklyn,6448671,984,197,2,21,0.45,1,1,377
Brooklyn,6449223,954,191,2,172,3.6,1,5,218
Queens,6449776,820,164,2,108,2.28,5,1,72
Manhattan,6450328,217,43,2,18,0.38,1,1,73
Brooklyn,6450880,1096,219,60,1,0.38,1,1,242
Queens,6452537,713,143,4,28,0.59,2,2,331
Manhattan,6453089,842,168,3,1,0.03,2,1,183
Brooklyn,6453642,294,59,14,10,0.21,3,1,171
Brooklyn,6454746,487,97,4,7,0.15,5,1,198
Brooklyn,6455299,306,61,7,33,0.7,1,1,49
Manhattan,6456403,1133,227,1,75,1.61,4,1,103
Manhattan,6456955,1075,215,3,6,0.14,5,1,161
Manhattan,6457508,121,24,2,18,0.38,4,2,349
Manhattan,6458612,697,139,5,1,0.02,2,1,396
Manhattan,6459717,989,198,2,259,5.44,5,1,308
Brooklyn,6460822,50,10,1,15,0.39,3,1,220
Manhattan,6461374,457,91,7,9,0.19,1,1,54
Manhattan,6461926,177,35,3,90,1.96,4,2,282
Manhattan,6462478,668,134,4,3,0.08,1,1,119
Manhattan,6463031,628,126,2,2,0.04,3,1,96
Manhattan,6463583,940,188,30,44,0.92,3,5,159
Manhattan,6464135,188,38,5,42,1.49,5,1,104
Manhattan,6464688,704,141,6,13,0.27,2,1,48
Brooklyn,6465240,1065,213,2,187,3.93,4,1,173
Brooklyn,6465792,892,178,6,8,0.23,1,1,9
Brooklyn,6466345,468,94,1,1,0.02,3,2,382
Brooklyn,6466897,260,52,1,4,0.09,1,1,294
Manhattan,6467449,947,189,4,4,0.09,3,1,117
Brooklyn,6468001,205,41,2,132,3.14,2,1,266
Manhattan,6468554,987,197,1,2,0.04,2,1,424
Brooklyn,6469658,1056,211,1,1,0.02,2,1,148
Brooklyn,6470211,589,118,3,60,1.29,2,3,116
Queens,6471315,784,157,10,7,0.15,2,1,40
Manhattan,6471868,56,11,7,9,0.6,4,1,32
Manhattan,6472420,401,80,3,17,0.37,5,1,296
Brooklyn,6472972,870,174,1,2,0.04,2,1,211
Brooklyn,6473524,874,175,7,2,0.17,3,1,304
Manhattan,6474077,591,118,1,161,3.39,1,1,314
Queens,6475181,699,140,3,8,0.56,1,1,163
Brooklyn,6476286,541,108,3,3,0.07,3,1,379
Manhattan,6476838,265,53,3,19,0.43,4,1,408
Manhattan,6477391,522,104,10,2,0.06,5,1,146
Brooklyn,6477943,903,181,2,2,0.04,4,1,134
Brooklyn,6478495,1138,228,3,84,1.77,3,1,136
Manhattan,6479600,311,62,2,11,0.24,3,1,268
Manhattan,6480152,760,152,2,4,0.08,2,1,107
Queens,6481257,165,33,7,9,0.19,3,1,80
Manhattan,6481809,458,92,1,1,0.02,2,1,201
Manhattan,6483466,1024,205,2,2,0.04,4,2,206
Queens,6484018,956,191,3,13,0.28,4,1,247
Queens,6484570,491,98,1,32,0.92,3,1,236
Brooklyn,6485123,830,166,2,6,0.16,3,1,329
Manhattan,6485675,491,98,3,6,0.13,1,1,97
Brooklyn,6486227,569,114,2,3,0.06,2,1,136
Brooklyn,6487332,74,15,30,7,0.17,3,1,414
Brooklyn,6487884,617,123,5,3,0.06,5,1,141
Brooklyn,6488437,760,152,3,90,1.89,3,1,89
Brooklyn,6488989,615,123,3,5,0.11,1,1,6
Brooklyn,6489541,845,169,1,43,0.99,5,2,338
Brooklyn,6490093,709,142,5,5,0.1,4,1,296
Manhattan,6491198,653,131,5,10,0.21,2,1,365
Manhattan,6491750,894,179,1,2,0.04,3,1,426
Brooklyn,6492303,280,56,2,139,2.93,5,1,85
Manhattan,6492855,816,163,4,5,2.78,3,2,258
Brooklyn,6493407,323,65,2,33,0.7,5,1,370
Manhattan,6493960,674,135,2,23,0.61,4,1,171
Manhattan,6494512,799,160,1,2,0.04,1,1,37
Brooklyn,6495064,522,104,59,17,0.49,1,1,300
Brooklyn,6495616,127,25,1,237,5.09,2,7,355
Brooklyn,6496169,457,91,30,19,0.43,3,1,374
Manhattan,6496721,102,20,30,195,4.26,3,1,418
Queens,6497826,385,77,3,21,0.46,3,2,347
Brooklyn,6498378,317,63,1,1,0.02,5,1,351
Manhattan,6498930,699,140,5,5,0.11,5,1,109
Brooklyn,6499483,1030,206,7,9,0.19,3,3,19
Brooklyn,6500587,868,174,3,7,0.15,1,1,58
Manhattan,6501139,1013,203,15,22,0.49,5,1,339
Brooklyn,6501692,134,27,7,35,0.78,3,1,393
Brooklyn,6502796,654,131,1,3,0.06,4,1,186
Brooklyn,6503901,372,74,2,22,0.54,1,2,254
Manhattan,6504453,1014,203,5,12,0.25,3,1,358
Manhattan,6505006,1038,208,2,2,0.04,3,1,157
Brooklyn,6506110,886,177,1,73,1.53,3,2,186
Queens,6506662,1046,209,1,190,5.2,3,2,322
Brooklyn,6507215,256,51,1,35,0.73,5,2,67
Brooklyn,6508319,1187,237,1,2,0.04,3,1,379
Queens,6508872,1144,229,3,2,0.04,2,1,262
Brooklyn,6509976,254,51,7,11,0.23,4,1,66
Queens,6510529,861,172,1,424,8.86,4,5,290
Brooklyn,6511081,553,111,2,4,0.16,4,1,11
Queens,6511633,74,15,1,408,8.56,5,5,85
Manhattan,6512185,1055,211,1,6,0.13,1,3,6
Manhattan,6512738,1104,221,2,14,0.3,2,2,53
Manhattan,6513290,395,79,1,26,0.68,5,6,242
Manhattan,6513842,316,63,1,1,0.02,3,2,249
Brooklyn,6514395,1150,230,3,4,0.09,4,1,194
Brooklyn,6514947,552,110,2,3,0.06,1,1,302
Brooklyn,6515499,697,139,5,1,0.03,5,1,171
Brooklyn,6516052,476,95,1,128,2.71,5,1,357
Queens,6516604,1124,225,2,7,0.15,2,1,89
Queens,6517156,197,39,2,5,2.88,4,1,385
Manhattan,6517708,993,199,1,2,0.04,4,1,416
Manhattan,6518261,640,128,2,49,1.06,2,1,141
Brooklyn,6518813,885,177,3,10,0.21,4,2,325
Brooklyn,6519365,324,65,30,11,0.29,3,3,352
Brooklyn,6519918,764,153,3,120,2.63,1,3,25
Bronx,6521022,672,134,1,182,3.82,5,2,150
Brooklyn,6522127,931,186,5,27,0.57,4,1,226
Brooklyn,6522679,477,95,3,23,0.51,5,1,167
Manhattan,6523231,133,27,2,1,0.02,2,2,43
Brooklyn,6523784,1080,216,5,2,0.06,5,1,317
Brooklyn,6525441,1005,201,3,105,2.28,5,1,98
Bronx,6525993,482,96,30,19,0.4,4,6,350
Brooklyn,6527098,766,153,1,205,4.39,2,2,70
Manhattan,6528202,675,135,3,4,0.08,5,1,-9
Brooklyn,6528754,383,77,1,2,0.05,3,1,76
Brooklyn,6529307,476,95,2,12,0.25,4,1,301
Manhattan,6529859,954,191,3,10,0.21,3,1,322
Brooklyn,6530411,285,57,3,38,0.8,5,3,199
Manhattan,6531516,303,61,1,5,0.11,3,1,309
Brooklyn,6532068,777,155,4,99,2.09,2,1,249
Brooklyn,6533173,805,161,3,1,0.02,5,1,253
Manhattan,6534277,1009,202,1,9,0.19,5,1,117
Brooklyn,6534830,970,194,3,1,0.02,1,1,114
Brooklyn,6535382,426,85,3,96,2.06,2,1,371
Brooklyn,6535934,887,177,2,3,0.09,3,1,265
Brooklyn,6537039,516,103,3,98,2.39,5,2,132
Manhattan,6537591,234,47,3,29,0.61,2,2,232
Manhattan,6538696,1063,213,1,1,0.02,1,1,158
Manhattan,6539248,64,13,1,1,0.02,5,1,151
Brooklyn,6540353,52,10,4,96,2.02,5,2,-3
Manhattan,6540905,194,39,1,1,0.02,2,1,283
Manhattan,6541457,429,86,2,1,0.02,3,1,393
Manhattan,6542010,1152,230,1,2,0.04,4,2,192
Manhattan,6542562,1150,230,2,9,0.19,5,1,310
Manhattan,6544219,595,119,1,3,0.06,3,1,141
Brooklyn,6544771,1030,206,30,4,0.09,5,1,344
Manhattan,6545876,178,36,6,2,0.05,4,1,296
Manhattan,6546428,409,82,2,6,0.13,5,1,131
Manhattan,6546980,923,185,1,14,0.3,3,1,291
